year,assoc_actor_1,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,date_of_event
2022,Students (Iran); Women (Iran),Iran,Tehran,Shahr-e Qods,Central,Qods,35.717,51.067,"On 29 October 2022, students from the Qods branch of Azad University protested on campus in Qods city (Tehran) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakarami, and all those killed by the police. The student protesters were attacked by police who beat them and made arrests.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 1,35.807,51.461,"On 29 October 2022, students from the Sohanak branch of Azad University protested on campus in Tehran - District 1 (Tehran) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police. Police forces surrounded the university and forbade anyone from entering or leaving.",0,2022-10-29
2022,NA,Iran,Sistan and Baluchestan,Chabahar,Central,Chabahar,25.292,60.643,"On 29 October 2022, Iranian police raided the Chabahar Maritime School in Chabahar city (Sistan and Baluchestan) during which they beat a female student.",0,2022-10-29
2022,NA,Iran,Tehran,Tehran,Central,Tehran - District 3,35.766,51.426,"On 29 October 2022, stock investors who had suffered financial loss held a protest rally in Vanak Square in Tehran - District 3 (Tehran) criticizing the government for the current financial instability.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Markazi,Arak,Central,Arak,34.092,49.689,"On 29 October 2022, student protesters from the Arak branch of Azad University rallied on campus in Arak city (Markazi) chanting anti-government slogans and demanding justice for Mahsa Amini and those killed by the police.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Kerman,Kerman,Central,Kerman,30.283,57.079,"On 29 October 2022, students from the Kerman branch of Azad University protested on campus in Kerman city (Kerman) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police. Basij forces attacked the students and fired tear gas at them.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Mazandaran,Babol,Central,Babol,36.551,52.679,"On 29 October 2022, student protesters from Noshirvani University rallied on campus in Babol city (Mazandaran) chanting anti-government slogans, demanding justice for Mahsa Amini and those killed by the police, and calling for the release of detained protesters.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Ardabil,Ardabil,Central,Ardabil,38.25,48.293,"On 29 October 2022, students from Mohaqeq University protested on campus in Ardabil city (Ardabil) chanting anti-government slogans, calling for justice for Mahsa Amini and those killed by police, and demanding the release of imprisoned protesters.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 5,35.743,51.308,"On 29 October 2022, student protesters from the Azad University of Technical Sciences rallied on campus in Tehran - District 5 (Tehran) chanting anti-government slogans, demanding justice for Mahsa Amini and those killed by the police, and calling for the release of detained protesters.",0,2022-10-29
2022,Students (Iran),Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.316,59.568,"On 29 October 2022, student protesters rallied in front of the Science faculty building of Ferdowsi University in Mashhad city (Razavi Khorasan) condemning the recent Islamic State attack on worshippers at a Shiite shrine in Shiraz, and affirming their loyalty to the government and Islamic values. This protest happened earlier in the day and separately from a Mahsa Amini related protest on campus that saw police suppression.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Lorestan,Khorramabad,Central,Khorramabad,33.488,48.356,"On 29 October 2022, students from Lorestan University protested on campus in Khorramabad city (Lorestan) chanting anti-government slogans, calling for justice for Mahsa Amini and those killed by police, and demanding the release of imprisoned protesters. Police and basij forces attacked and disrupted the gathering.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Yazd,Yazd,Central,Yazd,31.897,54.368,"On 29 October 2022, students rallied on campus at Yazd University in Yazd city (Yazd) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Bushehr,Bushehr,Central,Bandar e Bushehr,28.968,50.839,"On 29 October 2022, students from Bushehr University of Medical Sciences protested on campus in Bandar e Bushehr city (Bushehr) hanting anti-government slogans, calling for justice for Mahsa Amini and those killed by police. Basij forces confronted and disrupted the gathering.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Kerman,Rafsanjan,Central,Rafsanjan,30.407,55.994,"On 29 October 2022, students from Vali Asr University protested on campus in Rafsanjan city (Kerman) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,West Azerbaijan,Urumia,Central,Orumiyeh,37.553,45.076,"On 29 October 2022, students from Orumiyeh University protested on campus in Orumiyeh city (West Azerbaijan) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.186,56.281,"On 29 October 2022, students from Bandar Abbas University of Medical Sciences protested on campus in Bandar Abbas city (Hormozgan) chanting anti-government slogans, calling for justice for Mahsa Amini and those killed by police, and demanding an end to gender segregated education.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Semnan,Shahrud,Central,Shahrud,36.418,54.976,"On 29 October 2022, students from the Shahrud School of Technology protested on campus in Shahrud city (Semnan) chanting anti-government slogans, calling for justice for Mahsa Amini and those killed by police, and demanding the release of imprisoned protesters. Police and basij forces attacked and disrupted the gathering.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Bushehr,Bushehr,Central,Bandar e Bushehr,28.968,50.839,"On 29 October 2022, students from Khalij Fars University marched in the streets of Bandar e Bushehr city (Bushehr) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 10,35.685,51.369,"On 29 October 2022, students from Sooreh University protested on campus in Tehran - District 10 (Tehran) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 29 October 2022, students rallied on campus at the Isfahan School of Art and School of Technology in Isfahan city (Isfahan) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Kurdistan,Marivan,Central,Marivan,35.518,46.183,"On 29 October 2022, students rallied on campus at Payam Nur University in Marivan city (Kurdistan) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Hamadan,Hamadan,Central,Hamadan,34.799,48.515,"On 29 October 2022, students from Bu-Ali Sina University protested on campus in Hamadan city (Hamadan) chanting anti-government slogans, calling for justice for Mahsa Amini and those killed by police, and demanding the release of imprisoned protesters. Police and basij forces attacked and disrupted the gathering.",0,2022-10-29
2022,NA,Iran,Tehran,Tehran,NA,Tehran,35.694,51.422,"On 29 October 2022, Iranian police detained, beat, and tortured a Kurdish man in Tehran city (Tehran) on allegations of involvement with the ongoing protest movement triggered by the death of Mahsa Amini. During the course of his detainment the man was killed.",1,2022-10-29
2022,Women (Iran),Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.186,56.281,"On 29 October 2022, amid ongoing demonstrations following the death of Mahsa Amini, rioters attacked a Basij base in Bandar Abbas city (Hormozgan) with molotov cocktails, setting it on fire.",0,2022-10-29
2022,Women (Iran),Iran,West Azerbaijan,Piranshahr,Central,Piranshahr,36.701,45.141,"On 29 October 2022, rioters first rallied in Mohammad Oraz Square then barricaded streets with fire in Piranshahr city (West Azerbaijan) condemning police violence and calling for justice for Mahsa Amini. A 16-year old was shot and died a day later. Some claim he was killed in an area where there was no rally.",1,2022-10-29
2022,Women (Iran),Iran,Gilan,Rasht,Lasht e Nesha,Lasht e Nesha,37.361,49.861,"On 29 October 2022, rioters blocked streets with fire and clashed with police in Lasht e Nesha city (Gilan) as part of the ongoing demonstrations related to the death of Mahsa Amini. In their response, police fired upon the rioters, killing one person.",1,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 29 October 2022, students from Amir Kabir Technical University, Tarbiat Modares University, Kuy University, and Tehran University protested on their respective campuses in Tehran - District 6 (Tehran) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police. Police and Basij forces attacked and tried to disperse the gatherings at Tehran University and Tarbiat Modares University.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.319,48.684,"On 29 October 2022, students from Chomran University and the Ahvaz University of Medical Sciences protested on their respective campuses in Ahvaz city (Khuzestan) chanting anti-government slogans, calling for justice for Mahsa Amini and those killed by police, and demanding the release of imprisoned protesters.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 29 October 2022, students from Iran University of Medical Science, Tehran University Faculty of Psychology, and Tehran University of Science and Culture protested on their respective campuses in Tehran - District 2 (Tehran) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Alborz,Karaj,Central,Karaj,35.833,50.992,"On 29 October 2022, students from Kharazmi University and University of Tehran protested on their campuses in Karaj city (Alborz) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Qazvin,Qazvin,Central,Qazvin,36.269,50.004,"On 29 October 2022, students from the Imam Khomeini International University and the Qazvin University of Medical Sciences protested on their campuses in Qazvin city (Qazvin) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.314,47.065,"On 29 October 2022, students from the Women's College of Engineering protested on campus in Kermanshah city (Kermanshah) chanting anti-government slogans and calling for justice for Mahsa Amini and those killed by police. Meanwhile, elsewhere in the city another group of protesters held a chelham vigil - marking the 40th day of mourning in Iranian tradition - for a slain protester in Kermanshah city and condemned police violence towards protesters. The protester was killed during a protest denouncing the death of Mahsa Amini.",0,2022-10-29
2022,Students (Iran); Women (Iran),Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.316,59.568,"On 29 October 2022, students from Mashhad branch of Azad University and Ferdowsi University protested on their campus in Mashhad city (Razavi Khorasan) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakarami, and all those killed by the police. The student protesters were surrounded and beaten by police and Basij forces.",0,2022-10-29
2022,Women (Iran),Iran,Kurdistan,Saqqez,Central,Saqqez,36.25,46.273,"On 28 October 2022, protesters held a chelham vigil-marking the 40th day or mourning in Iranian tradition-in the streets of Saqqez city (Kurdistan) in mourning for a local resident killed t in a previous protest condemning the death Mahas Amini in police custody.. During the vigil mourners chanted anti-government slogans.",0,2022-10-28
2022,Sunni Muslim Group (Iran),Iran,South Khorasan,Birjand,Central,Birjand,32.866,59.221,"On 28 October 2022, protesters rallied after Friday prayers in Birjand city (South Khorasan) condemning the police violence against protesters in Sistan and Baluchestan that had just happened that day.",0,2022-10-28
2022,NA,Iran,Fars,Darab,Central,Darab,28.752,54.544,"On 28 October 2022, protesters held a rally in Darab city (Fars) condemning the recent Islamic State attack on a shrine in Shiraz.",0,2022-10-28
2022,NA,Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.186,56.281,"On 28 October 2022, protesters held a rally in Bandar Abbas city (Hormozgan) condemning the recent Islamic State attack on a shrine in Shiraz.",0,2022-10-28
2022,NA,Iran,West Azerbaijan,Miandoab,Central,Miandoab,36.967,46.11,"On 28 October 2022, protesters held a rally in Miandoab city (West Azerbaijan) condemning the recent Islamic State attack on a shrine in Shiraz.",0,2022-10-28
2022,Women (Iran),Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.314,47.065,"On 28 October 2022, protesters held a chelham vigil-marking the 40th day or mourning in Iranian tradition-in the streets of Kermanshah city (Kermanshah) in mourning for a local resident killed in a previous protest condemning the death Mahas Amini in police custody. During the vigil, mourners chanted anti-government slogans.",0,2022-10-28
2022,NA,Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.314,47.065,"On 28 October 2022, protesters held a rally in Kermanshah city (Kermanshah) condemning the recent Islamic State attack on a shrine in Shiraz.",0,2022-10-28
2022,NA,Iran,Qom,Qom,Central,Qom,34.64,50.876,"On 28 October 2022, protesters marched in Qom city (Qom) condemning the recent Islamic State attack on a shrine in Shiraz.",0,2022-10-28
2022,NA,Iran,Kermanshah,Qasr-e-Shirin,Central,Qasr e Shirin,34.516,45.579,"On 28 October 2022, protesters held a rally in Qasr e Shirin city (Kermanshah) condemning the recent Islamic State attack on a shrine in Shiraz and demanding an end to the ongoing protest movement.",0,2022-10-28
2022,NA,Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 28 October 2022, protesters held a rally in Enghalab Square in Tehran - District 6 (Tehran) condemning the recent Islamic State attack on a shrine in Shiraz.",0,2022-10-28
2022,Students (Iran); Women (Iran),Iran,Kurdistan,Sannandaj,Central,Sanandaj,35.315,46.999,"On 28 October 2022, female students from the Kurdistan University of Medical Sciences held a protest rally in their dorms in Sanandaj city (Kurdistan) chanting anti-government slogans and demanding justice for Mahsa Amini and those killed by the police. Police forces intervened on the protest, firing shots and tear gas into the dormitories.",0,2022-10-28
2022,Women (Iran),Iran,Markazi,Arak,Central,Arak,34.092,49.689,"On 28 October 2022, mourners held a vigil on Shariati Street in Arak city (Markazi) condemning the recent killing of a protester during a protests denouncing the death of Mahsa Amini. Police disrupted the gathering with tear gas and made multiple arrests.",0,2022-10-28
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 28 October 2022, students from the Pars Institute of Art and Architecture rotested on campus in Tehran - District 6 (Tehran) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakarami, and all those killed by the police.",0,2022-10-28
2022,Women (Iran),Iran,Kurdistan,Sannandaj,Central,Sanandaj,35.315,46.999,"On 28 October 2022, rioters built barricades in the streets and clashed with police forces in Sanandaj city (Kurdistan) as part of the ongoing demonstrations following Mahsa Amini's death.",0,2022-10-28
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 14,35.676,51.48,"On 28 October 2022, amid ongoing demonstrations following the death of Mahsa Amini, a group of rioters threw a barrage of molotov cocktails at a Basij station on Pirouzi Street in Tehran - District 14 (Tehran) burning it down as a result.",0,2022-10-28
2022,Women (Iran),Iran,Kurdistan,Baneh,Central,Baneh,35.998,45.885,"On 28 October 2022, rioters clashed with police and threw stones in the streets of Baneh city (Kurdistan) condemning police violence and calling for justice for Mahsa Amini. IRGC soldiers attacked and fired upon the rioters, killing one as a result.",1,2022-10-28
2022,Sunni Muslim Group (Iran); Baloch Ethnic Group (Iran); Women (Iran),Iran,Sistan and Baluchestan,Iranshahr,Central,Iranshahr,27.202,60.685,"On 28 October 2022, Sunni worshippers of Baloch ethnicity held a protest march after Friday prayers in Iranshahr city (Sistan and Baluchestan) condemning government violence towards women and Baloch people.",0,2022-10-28
2022,Sunni Muslim Group (Iran); Baloch Ethnic Group (Iran); Women (Iran),Iran,Sistan and Baluchestan,Saravan,Central,Saravan,27.371,62.331,"On 28 October 2022, Sunni worshippers of Baloch ethnicity held a protest march after Friday prayers in Saravan city (Sistan and Baluchestan) condemning government violence towards women and Baloch people. Police fired non-lethal rounds at the demonstration and injured multiple protesters.",0,2022-10-28
2022,Sunni Muslim Group (Iran); Baloch Ethnic Group (Iran); Women (Iran),Iran,Sistan and Baluchestan,Zahedan,Central,Zahedan,29.496,60.863,"On 28 October 2022, amid ongoing nationwide demonstrations following the death of Mahsa Amini. Sunni worshippers of Baloch ethnicity marched after Friday prayers during which some threw stones at police in Zahedan city (Sistan and Baluchestan) condemning police violence towards previous similar demonstrations by Baloch ethnic groups. Police opened fire, injuring multiple rioters and killing five, one of which was a child.",5,2022-10-28
2022,NA,Iran,Kurdistan,Baneh,Namshir,Chuman,35.974,45.583,"On 28 October 2022, in a border area near Chuman, IRGC soldiers shot at a group of Kurdish Iraqis coming from the Iraqi Kurdistan to observe a funeral ceremony of a relative killed the previous day by security forces outside a demonstration in Baneh, killing one and injuring two.",1,2022-10-28
2022,Health Workers (Iran); Women (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 27 October 2022, doctors and other health workers gathered in front of the Medical Systems building in Isfahan city (Isfahan) as part of the ongoing protests trigged by the death of Mahsa Amini in police custody. Protesters condemned police violence towards children and women. Police forces attacked and fired tear gas upon the gathering.",0,2022-10-27
2022,Women (Iran),Iran,Lorestan,Poldokhtar,Central,Poldokhtar,33.153,47.71,"On 27 October 2022, mourners observed the chelham-the 40th day of mourning in Iranian tradition-for a Nika Shakerami in the Hayat al-Gaib suburb of Poldokhtar city (Lorestan) chanting anti-government slogans and singing Luri songs. Nika Shakerami was a young woman who had died under suspicious circumstances, and many accuse the Iranian police of her murder.",0,2022-10-27
2022,Students (Iran),Iran,Tehran,Tehran,Central,Tehran - District 12,35.681,51.429,"On 27 October 2022, pro-government student protesters gathered outside the British Embassy in Tehran - District 12 (Tehran) accusing the British government of having a role in the current unrest.",0,2022-10-27
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 27 October 2022, students held a chelham--marking the 40th day of mourning in Iranian tradition--for Nika Shakerami on the Azad University West campus in Tehran - District 2 (Tehran) during which Basij forces attempted to disrupt the gathering. Protesters condemned police violence towards protesters and chanting anti-government slogans.",0,2022-10-27
2022,Students (Iran); Women (Iran),Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.186,56.281,"On 27 October 2022, students from the University of Hormozgan protested on campus in Bandar Abbas city (Hormozgan) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakarami, and all those killed by the police. Police attacked the protesters in an attempt to disrupt the gathering.",0,2022-10-27
2022,Women (Iran),Iran,Chaharmahal and Bakhtiari,Borujen,Central,Borujen,31.965,51.287,"On 27 October 2022, rioters lit fires and clashed with police in Borujen city (Chaharmahal and Bakhtiari) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakerami, and those killed by the police.",0,2022-10-27
2022,Women (Iran),Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"On 27 October 2022, protesters rallied in the streets of Shiraz city (Fars) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakerami, and those killed by the police.",0,2022-10-27
2022,Women (Iran),Iran,West Azerbaijan,Bukan,Central,Bukan,36.521,46.209,"On 27 October 2022, rioters blocked streets and started fires in Bukan city (West Azerbaijan), chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakerami, and those killed by the police.",0,2022-10-27
2022,Shiite Muslim Group (Iran),Iran,North Khorasan,Bojnurd,Central,Bojnurd,37.475,57.329,"On 27 October 2022, protesters held a vigil at Imamzadeh Sayyad Abbas Shrine in Bojnurd city (North Khorasan) condemning the recent Islamic State attack on a shrine in Shiraz.",0,2022-10-27
2022,NA,Iran,Qazvin,Buin-Zahra,Central,Rahmatabad,36.123,49.836,"On 27 October 2022, police raided the house of a slain protester's family in Rahmatabad village (Qazvin) and beat those who tried to intervene.",0,2022-10-27
2022,Students (Iran); Women (Iran),Iran,Alborz,Karaj,Central,Karaj,35.833,50.992,"On 27 October 2022, students from the Karaj branch of Azad University protested on campus in Karaj city (Alborz) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakarami, and all those killed by the police.",0,2022-10-27
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 27 October 2022, students from the Pars Institute of Art and Architecture rotested on campus in Tehran - District 6 (Tehran) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakarami, and all those killed by the police.",0,2022-10-27
2022,Women (Iran),Iran,Kurdistan,Marivan,Central,Marivan,35.518,46.183,"On 27 October 2022, rioters blocked streets in Marivan city (Kurdistan) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakerami, and those killed by the police. Police forces confronted and fired upon the rioters.",0,2022-10-27
2022,Women (Iran),Iran,Kurdistan,Sannandaj,Central,Sanandaj,35.315,46.999,"On 27 October 2022, rioters lit fires and clashed with police in the streets of Sanandaj city (Kurdistan) calling for justice for Mahsa Amini and chanting anti-government slogans. During the course of the riot, one person was killed.",1,2022-10-27
2022,NA,Iran,Mazandaran,Babol,Central,Babol,36.551,52.679,"On 27 October 2022, Iranian police arrested 26 college students from Noshirvani University in Babol city (Mazandaran) for their participation in the nationwide protest movement triggered by the death of Mahsa Amini.",0,2022-10-27
2022,Women (Iran),Iran,Lorestan,Khorramabad,Central,Khorramabad,33.488,48.356,"On 27 October 2022, protesters held a chelham --marking the 40th day of mourning in Iranian tradition--for Nika Shakerami in Khorramabad city (Lorestan) during which police attacked, beat, and arrested multiple protesters. Protesters condemned police violence towards protesters and chanting anti-government slogans.",0,2022-10-27
2022,Women (Iran),Iran,West Azerbaijan,Mahabad,Central,Mahabad,36.75,45.723,"On 27 October 2022, rioters clashed with police, set government buildings on fires, and attacked a police post in Mahabad city (West Azerbaijan) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakerami, and those killed by the police. During the course of the riot, five people were killed by gunfire, likely fired by security forces.",5,2022-10-27
2022,NA,Iran,Kurdistan,Baneh,Central,Baneh,35.998,45.885,"On 27 October 2022, gunmen, likely IRGC and Basij forces, shot and killed a man on a quiet street in Baneh city (Kurdistan) while demonstrations took place in other parts of the city.",1,2022-10-27
2022,NA,Iran,Mazandaran,Amol,Central,Amol,36.47,52.351,"On 27 October 2022, unidentified attackers fired upon two men in Amol city (Mazandaran) amidst the ongoing demonstrations related to the death of Mahsa Amini, killing both as a result. The Iranian government claims they were volunteer Basij members, but their family denies this.",2,2022-10-27
2022,NA,Iran,Gilan,Rasht,Khoshk Bijar,Khoshk Bijar,37.374,49.758,"On 27 October 2022, unidentified gunmen shot and killed a Basij member in Khoshk Bijar city (Gilan) amidst the ongoing demonstrations related to the death of Mahsa Amini. The basiji was off-duty and in front of his house with his wife and child, who were both injured.",1,2022-10-27
2022,Women (Iran),Iran,Kurdistan,Baneh,Central,Baneh,35.998,45.885,"On 27 October 2022, rioters blocked streets and clashed with police in Baneh city (Kurdistan) to honor Mahsa Amini's chelham, the end of the 40 day mourning period in Iranian culture. As they marched, mourners chanted anti-government slogans. During the course of the riot, three people were killed by gunfire, likely fired by security forces. As well, one police officer died from injuries caused by thrown stones and other projectiles.",4,2022-10-27
2022,NA,Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"On 26 October 2022, Islamic State militants attacked worshippers at the Shahcheragh Shrine in Shiraz city (Fars), killing 15 and wounding 19.",15,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Semnan,Semnan,Central,Semnan,35.577,53.392,"On 26 October 2022, a group of students from Semnan University rallied on campus in Semnan city (Semnan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Yazd,Yazd,Central,Yazd,31.897,54.368,"On 26 October 2022, a group of students from Yazd University rallied on campus in Yazd city (Yazd) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,East Azerbaijan,Azarshahr,Howmeh,Azarshahr,37.759,45.978,"On 26 October 2022, students from the Azerbaijan Civil University protested on campus in Azarshahr city (East Azerbaijan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.186,56.281,"On 26 October 2022, students from the Bandar Abbas University of Medical Sciences protested on campus in Bandar Abbas city (Hormozgan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 1,35.807,51.461,"On 26 October 2022, students from Shahid Beheshti University protested on campus in Tehran - District 1 (Tehran) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans. Security forces attacked and attempted to disperse the gathering.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Sistan and Baluchestan,Zahedan,Central,Zahedan,29.496,60.863,"On 26 October 2022, students from the Zahedan University of Medical Sciences protested on campus in Zahedan city (Sistan and Baluchestan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans. Police forces intervened and made multiple arrests.",0,2022-10-26
2022,Women (Iran),Iran,Lorestan,Borujerd,Central,Borujerd,33.897,48.752,"On 26 October 2022, protesters marched in the streets of Borujerd city (Lorestan) to mark Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they marched, they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Qom,Qom,Central,Qom,34.64,50.876,"On 26 October 2022, students from Qom University protested on campus in Qom city (Qom) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Labor Group (Iran),Iran,Tehran,Rey,Kahrizak,Baghershahr,35.529,51.407,"On 26 October 2022, workers for the Tehran Oil Refinery went on strike and held a protest rally at their workplace in Baghershahr city (Tehran) over their demands not being met.",0,2022-10-26
2022,Women (Iran),Iran,Qazvin,Qazvin,Central,Qazvin,36.269,50.004,"On 26 October 2022, protesters gathered in the streets of Qazvin city (Qazvin) chanting anti-government slogans, calling for justice for Mahsa Amini, and demanding greater women's rights. Police confronted and dispersed the protesters.",0,2022-10-26
2022,Women (Iran),Iran,Bushehr,Bushehr,Central,Bandar e Bushehr,28.968,50.839,"On 26 October 2022, protesters marched in the streets of Bandar e Bushehr city (Bushehr) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakerami, and those killed by the police.",0,2022-10-26
2022,Women (Iran),Iran,Mazandaran,Tonekabon,Central,Tonekabon,36.816,50.874,"On 26 October 2022, protesters rallied in the streets of Tonekabon city (Mazandaran) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Khuzestan,Abadan,Central,Abadan,30.339,48.304,"On 26 October 2022, a group of students from the Abadan School of Petroleum Industry rallied on campus in Abadan city (Khuzestan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Markazi,Arak,Central,Arak,34.092,49.689,"On 26 October 2022, students from Arak University protested on campus in Arak city (Markazi) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 22,35.742,51.206,"On 26 October 2022, students from Allameh Tabataba'i University protested on campus in Tehran - District 22 (Tehran) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Zanjan,Zanjan,Central,Zanjan,36.676,48.496,"On 26 October 2022, a group of students from Zanjan University of Medical Sciences rallied on campus in Zanjan city (Zanjan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 10,35.685,51.369,"On 26 October 2022, students from Sooreh University protested on campus in Tehran - District 10 (Tehran) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
