Laurel Crime Reports,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Date,Classification ,Location ,Summary,,,,,,,,,,
,5/19/23,THEFT FROM AUTO,400 Blk Armstrong Ct ,A registration plate was stolen from a vehicle. ,,,,,,,,,,
,5/19/23,THEFT FROM AUTO,14700 Blk Baltimore Ave ,A registration plate was stolen from a vehicle. ,,,,,,,,,,
,5/20/23,PEDESTRIAN STRUCK ,1000 Blk Fairlawn Ave,A victim was transported to the hospital after ,,,,,,,,,,
,5/20/23,STOLEN VEHICLE,14700 Blk Baltimore Ave ,A Mazda was stolen by unknown means. ,,,,,,,,,,
,5/21/23,VANDALISM,13700 Blk Baltimore Ave ,The window to a vehicle was shattered and several items were stolen.,,,,,,,,,,
,5/21/23,STOLEN VEHICLE,7200 Blk Breckenridge St,A Buick was stolen by unknown means. ,,,,,,,,,,
,5/21/23,THEFT FROM AUTO,700 Blk Washington Blvd ,A wallet was stolen.,,,,,,,,,,
,5/21/23,THEFT FROM AUTO,14700 Blk Fourth St,A registration plate was stolen from a vehicle. ,,,,,,,,,,
,5/22/23,THEFT REPORT,14700 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,5/22/23,THEFT REPORT,14700 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,5/22/23,THEFT REPORT,300 Blk Washington Blvd ,A cellphone was stolen.,,,,,,,,,,
,5/22/23,THEFT REPORT,14700 Blk Baltimore Ave ,A female was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,5/22/23,VANDALISM,8300 Blk Ashford Blvd,An unknown suspect attempted to steal a Hyundai via damaged ignition. ,,,,,,,,,,
,5/24/23,THEFT FROM AUTO,9400 Blk Spring House Ln ,A wallet was stolen out of a vehicle. ,,,,,,,,,,
,5/24/23,THEFT FROM AUTO,800 Blk Fifth St,A wallet was stolen out of a vehicle. ,,,,,,,,,,
,5/24/23,THEFT REPORT,14700 Blk Baltimore Ave ,A customer left without paying for services.  ,,,,,,,,,,
,5/24/23,THEFT REPORT,14700 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,5/24/23,STOLEN VEHICLE,14600 Blk Baltimore Ave ,A Chrysler was stolen by unknown means. ,,,,,,,,,,
,5/25/23,THEFT FROM AUTO,1 Blk Riverfront Pl ,A catalytic converter was stolen off of a vehicle.,,,,,,,,,,
,5/25/23,THEFT REPORT,14700 Blk Baltimore Ave ,Two males left without paying for services.,,,,,,,,,,
,5/26/23,THEFT REPORT,7100 Blk Old Sandy Spring Rd,A tablet was stolen.,,,,,,,,,,
,5/26/23,THEFT REPORT,14800 Blk Baltimore Ave,Three males left without paying for services. ,,,,,,,,,,
,5/27/23,STOLEN VEH,14900 Blk Baltimore Ave ,A Kia was reported stolen by unknown means.,,,,,,,,,,
,5/27/23,THEFT FROM AUTO,600 Blk seventh St,Tags were stolen off of a vehicle. ,,,,,,,,,,
,5/27/23,DUI ARREST,9600 Blk Fort Meade Rd,A male was arrested for driving under the influence. ,,,,,,,,,,
,5/28/23,THEFT REPORT,15100 Blk Baltimore Ave ,Two males were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,5/29/23,BREAKING AND ENTERING,14700 Blk Baltimore Ave ,The suspect broke into the building by shattering a front window.,,,,,,,,,,
,5/29/23,THEFT FROM AUTO,1 Blk Woodland Ct ,Tags were stolen off of a vehicle. ,,,,,,,,,,
,5/29/23,THEFT FROM AUTO,700 Blk Washington Blvd ,An unknown suspect broken into a vehicle and stole a purse. ,,,,,,,,,,
,5/29/23,THEFT REPORT,14700 Blk Baltimore Ave ,A female was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,5/29/23,RECOVERED STOLEN VEHICLE,900 Blk Park Ave,A stolen Hyundai was recovered.,,,,,,,,,,
,5/30/23,STOLEN VEHICLE,7300 Blk Split Rail Ln,A Hyundai was reported stolen by unknown means. ,,,,,,,,,,
,5/31/23,RECOVERED STOLEN VEHICLE,800 Blk Eighth St,A stolen Hyundai was recovered.,,,,,,,,,,
,6/1/23,STOLEN VEH,6900 Blk Andersons Way ,A Jaguar was reported stolen by unknown means. ,,,,,,,,,,
,6/1/23,THEFT REPORT,200 Blk Fort Meade Rd ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,6/1/23,THEFT REPORT,14100 Blk Baltimore Ave ,Electronics were stolen.,,,,,,,,,,
,6/1/23,STOLEN VEH,8200 Blk Ashford Blvd,A Kia was reported stolen by unknown means.,,,,,,,,,,
,6/2/23,THEFT FROM AUTO,14800 Blk Hardcastle St,An unknown suspect attempted to steal a Hyundai via damaged ignition. ,,,,,,,,,,
,6/2/23,THEFT FROM AUTO,900 Blk Fifth St ,Tags were stolen off of a vehicle. ,,,,,,,,,,
,6/3/23,THEFT REPORT,15100 Blk Baltimore Ave ,A cellphone was stolen.,,,,,,,,,,
,6/4/23,THEFT FROM AUTO,14700 Blk Fourth St,Personal documents were stolen from a vehicle. ,,,,,,,,,,
,6/4/23,THEFT REPORT,14720 Fourth St ,A purse was stolen.,,,,,,,,,,
,6/4/23,THEFT FROM AUTO,500 Blk Main St,Power tools were stolen from a vehicle.,,,,,,,,,,
,6/4/23,THEFT FROM AUTO,9400 Blk Parkview Way,An unknown suspect shattered the window to a vehicle and stole a laptop ,,,,,,,,,,
,6/5/23,STOLEN VEHICLE,14700 Blk Baltimore Ave ,An unknown suspect stole and unsecure vehicle.,,,,,,,,,,
,6/5/23,VANDALISM,7600 Blk Erica Ln,Bricks were thrown into a residence. ,,,,,,,,,,
,6/5/23,THEFT REPORT,14700 Blk Baltimore Ave ,Two laptops were stolen.,,,,,,,,,,
,6/5/23,THEFT REPORT,14700 Blk Exbury Ln,A firearm was stolen.,,,,,,,,,,
,6/6/23,THEFT REPORT,800 Blk Fifth St,Two firearms were stolen.,,,,,,,,,,
,6/6/23,THEFT FROM AUTO,13600 Blk Baltimore Ave ,A handicap placard was stolen from a vehicle.,,,,,,,,,,
,6/6/23,THEFT FROM AUTO,14200 Blk Bowsprit Ln ,Personal documents were stolen from a vehicle.,,,,,,,,,,
,6/7/23,THEFT REPORT,800 Blk Fifth St,A wallet was stolen.,,,,,,,,,,
,6/8/23,RECOVERED STOLEN VEHICLE,7900 Blk Braygreen Rd,A stolen Toyota was recovered.,,,,,,,,,,
,6/9/23,STOLEN VEHICLE,15300 Blk Laurelton Dr,A Hyundai was reported stolen by unknown means. ,,,,,,,,,,
,6/9/23,THEFT FROM AUTO,800 Blk Fifth St,Tags were stolen off of a vehicle.,,,,,,,,,,
,6/9/23,THEFT REPORT,14700 Blk Baltimore Ave ,A purse was stolen.,,,,,,,,,,
,6/10/23,STOLEN VEHICLE,14800 Blk Fourth St ,A Kia was reported stolen by unknown means. ,,,,,,,,,,
,6/10/23,THEFT FROM AUTO,9600 Blk Fort Meade Rd ,Personal documents were stolen from a vehicle.,,,,,,,,,,
,6/10/23,MOTOROCYCLE ACCIDENT,Talbott Ave / Sixth St,A driver was transported to the hospital following a vehicle accident. ,,,,,,,,,,
,6/10/23,RECOVERED STOLEN VEHICLE,1000 Blk Seventh St,A stolen Kia was recovered.,,,,,,,,,,
,6/11/23,THEFT REPORT,9600 Blk Fort Meade Rd,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,6/11/23,STOLEN VEH,14700 Blk Fourth St ,A Hyundai was reported stolen by unknown means. ,,,,,,,,,,
,6/11/23,THEFT REPORT,9600 Blk Fort Meade Rd ,Two individuals were observed shoplifting and fleeing the scene.  ,,,,,,,,,,
,6/11/23,THEFT FROM AUTO,100 Blk Bryan Ct,Several items were stolen from an unsecure vehicle. ,,,,,,,,,,
,6/12/23,STOLEN VEHICLE,8300 Blk Ashford Blvd ,An Acura was stolen by unknown means. ,,,,,,,,,,
,6/12/23,STOLEN VEHICLE,7800 Blk Contee Rd ,A Hyundai was stolen by damaged ignition.,,,,,,,,,,
,6/12/23,STOLEN VEH - ATTEMPT ,14700 Blk Fourth St ,An unknown suspect attempted to steal a Hyundai.,,,,,,,,,,
,6/12/23,STOLEN VEHICLE,8300 Blk Ashford Blvd\,A Kia was stolen by damaged ignition.,,,,,,,,,,
,6/12/23,STOLEN VEHICLE,14700 Blk Fourth St ,A Motorcycle was  reported stolen by unknown means. ,,,,,,,,,,
,6/12/23,ROBBERY - ATTEMPTED,14700 Blk Shiloh Ct ,Four suspects attempted to rob a victim. ,,,,,,,,,,
,6/13/23,THEFT REPORT,800 Blk Fifth St,Packages were stolen from a residence.,,,,,,,,,,
,6/13/23,THEFT FROM AUTO,500 Blk Main St,Multiple items were stolen from a vehicle.,,,,,,,,,,
,6/13/23,STOLEN VEHICLE,14200 Blk Summit Ln,A Honda was reported stolen by unknown means.,,,,,,,,,,
,6/13/23,THEFT REPORT,400 Blk Sandy Spring Rd,A purse was stolen.,,,,,,,,,,
,6/13/23,THEFT REPORT,15100 Blk Baltimore Ave,Two individuals were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,6/13/23,THEFT REPORT,15100 Blk Baltimore Ave,Two individuals were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,6/14/23,STOLEN VEHICLE - ATTEMPT,14700 Blk Fourth St,An unknown suspect attempted to steal a Hyundai.,,,,,,,,,,
,6/14/23,THEFT REPORT,15100 Blk Baltimore Ave ,Two individuals were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,6/15/23,STOLEN VEHICLE,1200 Blk Westview Ter,A Jeep was reported stolen by unknown means. ,,,,,,,,,,
,6/15/23,THEFT FROM AUTO,800 Blk Fifth St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,6/15/23,THEFT FROM AUTO,400 Blk Armstrong Ct,Multiple items were stolen from a vehicle.,,,,,,,,,,
,6/16/23,THEFT REPORT,800 Blk Second St ,An unknown suspect stole money from a safe.,,,,,,,,,,
,6/16/23,ARMED ROBBERY,300 Blk Montrose Ave,An armored truck was robbed at gunpoint. ,,,,,,,,,,
,6/17/23,STOLEN VEHICLE,1 Blk Main St,A Nissan was reported stolen by unknown means.,,,,,,,,,,
,6/17/23,THEFT REPORT,9600 Blk Fort Meade Rd,A wallet was stolen.,,,,,,,,,,
,6/17/23,STOLEN VEHICLE,14800 Blk Baltimore Ave,A BMW was reported stolen by unknown means. ,,,,,,,,,,
,6/18/23,STOLEN VEHICLE,14200 Blk Oxford Dr,A Dodge Charger was reported stolen by unknown means.,,,,,,,,,,
,6/18/23,THEFT REPORT,1000 Blk Fairlawn Ave,A female was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,6/19/23,STOLEN VEHICLE - RECOVERED ,15700 Blk Dorset Rd ,A stolen Kia was located and recovered.,,,,,,,,,,
,6/19/23,THEFT FROM AUTO,14200 Blk Laurel Park Dr,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,6/19/23,THEFT REPORT,14300 Blk Baltimore Ave ,A purse was stolen.,,,,,,,,,,
,6/20/23,THEFT FROM AUTO,200 Blk Fort Meade Rd ,All four tires were stolen off of a vehicle. ,,,,,,,,,,
,6/20/23,STOLEN VEHICLE- ATTEMPT,100 Blk Woodland Ct ,An unknown suspect attempted to steal a Hyundai.,,,,,,,,,,
,6/20/23,THEFT FROM AUTO,1 Blk Riverview Ct ,All four tires were stolen off of a vehicle. ,,,,,,,,,,
,6/20/23,STOLEN VEHICLE,1 Blk Riverfront Pl ,A Hyundai was stolen by unknown means.,,,,,,,,,,
,6/20/23,BREAK IN REPORT,15100 Blk Baltimore Ave ,Unknown suspects attempted to break into a business.,,,,,,,,,,
,6/20/23,THEFT FROM AUTO,7800 Blk Contee Rd ,An unknown suspect shattered the window to a vehicle and stole money.,,,,,,,,,,
,6/20/23,DUI  ARREST,Laurel Bowie Rd / Fort Meade Rd ,A male was arrested for driving under the influence. ,,,,,,,,,,
,6/20/23,THEFT REPORT,800 Blk Fifth St,A bike was stolen.,,,,,,,,,,
,6/20/23,THEFT REPORT,300 Blk Montrose Ave,Jewelry was stolen. ,,,,,,,,,,
,6/21/23,TAMPERING,300 Blk Montrose Ave,Unknown suspects attempted to steal an ATM.,,,,,,,,,,
,6/21/23,THEFT FROM AUTO,200 Blk Fort Meade Rd ,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,6/21/23,STOLEN VEHICLE,1 Blk Main St,A Subaru was reported stolen by unknown means. ,,,,,,,,,,
,6/21/23,STOLEN VEHICLE - ATTEMPT ,9100 Blk Elaine Ct ,An unknown suspect attempted to steal a Toyota.,,,,,,,,,,
,6/22/23,STOLEN VEHICLE - RECOVERED ,7000 Blk Old Sandy Spring Rd,A stolen Kia was located and recovered.,,,,,,,,,,
,6/23/23,THEFT FROM AUTO,9600 Blk Fort Meade Rd,A purse was stolen out of a vehicle.,,,,,,,,,,
,6/23/23,THEFT FROM AUTO,100 Blk Bowie Rd,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,6/24/23,BREAK IN REPORT,14700 Blk Shiloh Ct ,A male attempted to break into a residence. ,,,,,,,,,,
,6/24/23,STOLEN VEHICLE,15800 Blk Deer Creek Ct,A Hyundai was reported stolen by unknown means. ,,,,,,,,,,
,6/24/23,THEFT FROM AUTO,900 Blk Fifth St,Personal documents were stolen from a vehicle.,,,,,,,,,,
,6/24/23,STOLEN VEHICLE,7700 Blk Carissa Ln,A Nissan was reported stolen by unknown means.,,,,,,,,,,
,6/24/23,PACKAGE THEFT,14700 Blk Fourth St ,Packages were stolen from a residence.,,,,,,,,,,
,6/24/23,THEFT FROM AUTO,800 Blk Fifth St,Multiple items were stolen from a vehicle.,,,,,,,,,,
,6/24/23,THEFT FROM AUTO,800 Blk Fifth St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,6/24/23,THEFT REPORT,14600 Blk Laurel Bowie Rd ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,6/25/23,THEFT REPORT,600 Blk Washington Blvd ,Two individuals were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,6/25/23,ATTEMPTED VEHICLE THEFT,15700 Blk Dorset Rd,An unknown suspect attempted to steal a Hyundai.,,,,,,,,,,
,6/25/23,THEFT REPORT,800 Blk Fifth St,Car parts were stolen.,,,,,,,,,,
,6/26/23,THEFT FROM AUTO,100 Blk Bowie Rd,A backpack was stolen from a vehicle.,,,,,,,,,,
,6/26/23,BREAK IN REPORT,14700 Blk Baltimore Ave ,Unknown suspects forced entry into a business and stole items.,,,,,,,,,,
,6/26/23,THEFT FROM AUTO,7700 Blk Cherry Ln ,A catalytic converter was stolen off of a vehicle.,,,,,,,,,,
,6/26/23,THEFT FROM AUTO,7800 Blk Carissa Ln,Car parts were stolen.,,,,,,,,,,
,6/26/23,PACKAGE THEFT,400 Blk Prince George St,Packages were stolen from a residence.,,,,,,,,,,
,6/26/23,THEFT FROM AUTO,1100 Blk Montrose Ave,Clothing was stolen from a vehicle.,,,,,,,,,,
,6/26/23,BREAK IN REPORT,800 Blk Fifth St ,An unknown suspect attempted to break into a residence. ,,,,,,,,,,
,6/27/23,THEFT REPORT,100 Blk Irving St,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,6/28/23,THEFT FROM AUTO,300 Blk Montgomery St,The registration plate was stolen off of a vehicle. ,,,,,,,,,,
,6/28/23,THEFT REPORT,14700 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,6/28/23,THEFT REPORT,15100 Blk Baltimore Ave ,Two males failed to pay for services.,,,,,,,,,,
,6/29/23,STOLEN VEHICLE,100 Blk Sharon Ct ,An Infiniti was reported stolen by unknown means. ,,,,,,,,,,
,6/29/23,RECOVERED STOLEN VEHICLE,15900 Blk Dorset Rd,A stolen Kia was located.,,,,,,,,,,
,6/29/23,THEFT REPORT,1000 Blk Fairlawn Ave,Two males were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,6/29/23,SHOOTING/ARMED ROBBERY,1 Blk Second St ,A victim was robbed at gunpoint and shots were fired. ,,,,,,,,,,
,6/29/23,ARMED ROBBERY,Sixth St / Carroll Ave,A victim was robbed at gunpoint. ,,,,,,,,,,
,6/30/23,STOLEN VEH,14700 Blk Fourth St ,A Chevy was reported stolen by unknown means. ,,,,,,,,,,
,6/30/23,STOLEN VEH,14400 Blk West Side Blvd ,A Jeep was reported stolen by unknown means.,,,,,,,,,,
,6/30/23,STOLEN VEHICLE,800 Blk Fifth St,A Jeep was reported stolen by unknown means.,,,,,,,,,,
,6/30/23,THEFT REPORT,300 Blk Montrose Ave,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,7/1/23,SHOOTING,15000 Blk Baltimore Ave ,Shots were fired during an altercation.,,,,,,,,,,
,7/1/23,ARMED ROBBERY,1000 Blk Washington Blvd ,A victim was robbed at gunpoint. ,,,,,,,,,,
,7/2/23,THEFT FROM AUTO,14700 Blk Fourth St,Four tires were stolen off of a vehicle.,,,,,,,,,,
,7/3/23,ATTEMPTED STOLEN VEHICLE,7600 Blk South Arbory Ct,An unknown suspect attempted to steal a motorcycle. ,,,,,,,,,,
,7/3/23,STOLEN VEHICLE,14700 Blk Fourth St ,A Cadillac was stolen.,,,,,,,,,,
,7/3/23,STOLEN VEHICLE,14900 Blk Baltimore Ave ,A Suzuki was reported stolen by unknown means.,,,,,,,,,,
,7/3/23,STOLEN VEHICLE,100 Blk Main St,A Toyota was reported stolen by unkown means.,,,,,,,,,,
,7/4/23,THEFT REPORT,300 Blk Domer St,Power tools were stolen.,,,,,,,,,,
,7/4/23,STOLEN VEHICLE,7600 Blk South Arbory Ln,A Hyundai was reported stolen by unknown means. ,,,,,,,,,,
,7/4/23,THEFT REPORT,15100 Blk  Baltimore Ave,Four individuals were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/5/23,THEFT REPORT,1200 Blk Patuxent Greens Dr,Appliances were stolen from a vacant residence. ,,,,,,,,,,
,7/5/23,PACKAGE THEFT,7600 Blk East Arbory Ct,A package was stolen from a residence.,,,,,,,,,,
,7/6/23,STOLEN VEHICLE,7900 Blk Chapel Cove D,A Hyundai was reported stolen by damaged ignition.,,,,,,,,,,
,7/6/23,THEFT REPORT,14600 Blk Shiloh Ct,A package was stolen from a residence. ,,,,,,,,,,
,7/7/23,STOLEN VEHICLE,14800 blk Fourth St,A Hyundai was reported stolen by damaged ignition.,,,,,,,,,,
,7/7/23,STOLEN VEHICLE - RECOVERED,14800 Blk Fourth St,A stolen Hyundai was recovered.,,,,,,,,,,
,7/7/23,THEFT REPORT,14700 Blk Baltimore Ave ,Two males shoplifted and fled the scene. ,,,,,,,,,,
,7/8/23,STOLEN VEHICLE,14700 Blk Fourth St,A Kia was reported stolen by unknown means. ,,,,,,,,,,
,7/9/23,STOLEN VEHICLE,14400 Blk West Side Blvd ,A Kia was reported stolen by unknown means. ,,,,,,,,,,
,7/9/23,STOLEN VEHICLE,14900 Blk Fourth St ,A Kia was reported stolen by unknown means. ,,,,,,,,,,
,7/9/23,STOLEN VEHICLE,15600 Blk Dorset Rd ,An Infiniti was stolen by unknown means. ,,,,,,,,,,
,7/10/23,STOLEN VEHICLE,100 Blk Morris Dr ,A Jeep was reported stolen by unknown means. ,,,,,,,,,,
,7/10/23,STOLEN VEHICLE,100 Blk Lyons Creek Dr,A Chevy was reported stolen by unknown means. ,,,,,,,,,,
,7/10/23,THEFT FROM AUTO,600 Blk Park Ave,Multiple items were stolen from a vehicle.,,,,,,,,,,
,7/10/23,THEFT FROM AUTO,14700 Blk Philip Ct,Multiple personal documents were stolen from a vehicle. ,,,,,,,,,,
,7/10/23,ATTEMPTED STOLEN VEHICLE,100 Blk Morris Dr,Four individuals were observed attempting to steal a vehicle.,,,,,,,,,,
,7/11/23,ATTEMPTED STOLEN VEHICLE,1 Blk Woodland Ct ,Unknown suspects attempted to steal a vehicle.,,,,,,,,,,
,7/11/23,THEFT REPORT,14100 Blk Baltimore Ave ,An individual was obersved shoplifting and fleeing the scene. ,,,,,,,,,,
,7/11/23,THEFT REPORT,14700 Blk Baltimore Ave,Two females shoplifted and fled the scene. ,,,,,,,,,,
,7/11/23,VANDALISM,800 Blk Montrose Ave,Juveniles paintballed a vehicle.,,,,,,,,,,
,7/11/23,ATTEMPTED STOLEN VEHICLE,14700 Blk Fourth St ,Unknown suspects attempted to steal a vehicle.,,,,,,,,,,
,7/12/23,THEFT REPORT,14700 Blk Fourth St ,Jewelry was stolen.,,,,,,,,,,
,7/12/23,THEFT FROM AUTO,14400 Blk Laurel Pl,A registration plate was stolen from a vehicle.,,,,,,,,,,
,7/12/23,THEFT REPORT,14700 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/13/23,THEFT REPORT,300 Blk Montrose Ave,Consumable items were stolen. ,,,,,,,,,,
,7/14/23,STOLEN VEHICLE,800 Blk Eighth St,A Nissan was reported stolen by unknown means.,,,,,,,,,,
,7/14/23,THEFT FROM AUTO,800 Blk Fifth St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,7/14/23,VEHICLE ACCIDENT W/ INJURIES,Cherry Ln / Baltimore Ave,A driver was trasnported to the hosptial following a vehicle accident. ,,,,,,,,,,
,7/15/23,THEFT FROM AUTO,14000 Blk Westmeath Dr,An unknown suspect broke into a vehicle and stole a purse. ,,,,,,,,,,
,7/15/23,THEFT FROM AUTO,400 Blk Sandy Spring Rd,Power tools were stolen from a vehicle.,,,,,,,,,,
,7/15/23,STOLEN VEHICLE,14700 Blk Fourth St ,An Infiniti was reported stolen by unknown means.,,,,,,,,,,
,7/16/23,STABBING,900 Blk Fairlawn Ave,A victim was stabbed.,,,,,,,,,,
,7/16/23,THEFT REPORT,9600 Blk Fort Meade Rd,Juveniles were observed shoplifting and fleeing the scene.,,,,,,,,,,
,7/16/23,THEFT REPORT,600 Blk Washington Blvd,A male was observed shoplfting and fleeing the scene. ,,,,,,,,,,
,7/16/23,THEFT FROM AUTO,14900 Blk Baltimore Ave ,An unknown suspect broke into a vehicle and stole multiple items. ,,,,,,,,,,
,7/16/23,THEFT FROM AUTO,800 Blk Eighth St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,7/17/23,THEFT REPORT,14700 Blk Baltimore Ave ,A female was observed shoplfting and fleeing the scene. ,,,,,,,,,,
,7/18/23,STOLEN VEHICLE,14500 Blk Greenview Dr\,A Ford was reported stolen by unknown means.,,,,,,,,,,
,7/18/23,BREAK IN REPORT,14800 Blk Willow Run Ln,A vacant home was broken into and appliances were destroyed.,,,,,,,,,,
,7/18/23,THEFT REPORT,14200 Blk Baltimore Ave,A female was observed shoplfting and fleeing the scene. ,,,,,,,,,,
,7/18/23,THEFT ,14700 Blk Baltimore Ave,Two males were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/18/23,STOLEN VEHICLE - RECOVERED,8000 Blk Cherry Ln ,A stolen Kia was recovered. ,,,,,,,,,,
,7/20/23,THEFT REPORT,300 Blk Domer St,Electronics were stolen.,,,,,,,,,,
,7/20/23,THEFT REPORT,14100 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/20/23,Stabbing,9100 Blk Marshall Ave,"A victim was stabbed multiple times, sustaining non-life-threatening injuries. ",,,,,,,,,,
,7/21/23,Attempted Auto Theft,600 Blk Washington Blvd ,A male was observed attempting to break into vehicles. ,,,,,,,,,,
,7/21/23,THEFT FROM AUTO,800 Blk Eighth St ,An airbag was stolen from a vehicle. ,,,,,,,,,,
,7/21/23,THEFT REPORT,8200 Blk Harvest Bend Ln,Electronics were stolen.,,,,,,,,,,
,7/22/23,DUI Arrest,Laurel Ave / Second St ,A male was arrested for driving under the influence. ,,,,,,,,,,
,7/22/23,PEDESTRIAN STRUCK,9600 Blk Fort Meade Rd,A male intentionally struck a female with a vehicle and she was transported to the hospital with non-life-threatening injuries. ,,,,,,,,,,
,7/22/23,ACCIDENT,14600 Blk Philip Ct,Two victims were cut with a box cutter. ,,,,,,,,,,
,7/22/23,Stolen Package,800 Blk Fifth St,A package was stolen.,,,,,,,,,,
,7/22/23,THEFT REPORT,15100 Blk Baltimore Ave,Vehicle keys were stolen.,,,,,,,,,,
,7/23/23,Stabbing,800 Blk Second St,A victim was stabbed during an altercation. ,,,,,,,,,,
,7/23/23,DUI Arrest,9100 Blk Scott Adam Ct,A male was arrested for driving under the influence. ,,,,,,,,,,
,7/23/23,Armed Robbery,800 Blk Fifth St,A victim was robbed at knife point.,,,,,,,,,,
,7/23/23,Stolen Vehicle,1 Blk Morris Dr ,A Hyundai was reported stolen by unknown means. ,,,,,,,,,,
,7/24/23,THEFT REPORT,14700 Blk Baltimore Ave,A female was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/24/23,Robbery and Assault,800 Blk Fifth St,A victim was assaulted and robbed. ,,,,,,,,,,
,7/24/23,THEFT REPORT,14700 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/25/23,THEFT FROM AUTO,800 Blk Karen Ct,All four tires were stolen off of a vehicle. ,,,,,,,,,,
,7/25/23,VANDALISM,1 Blk Morris Dr ,A vehicle was vandalized.,,,,,,,,,,
,7/25/23,Stolen Package,14300 Blk West Side Blvd ,A package was stolen.,,,,,,,,,,
,7/25/23,Stolen Vehicle,800 Blk Fifth St,A Kia was stolen by unknown means. ,,,,,,,,,,
,7/25/23,THEFT REPORT,14800 Blk Baltimore Ave,Electronics were stolen.,,,,,,,,,,
,7/25/23,THEFT REPORT,15100 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/26/23,VANDALISM,400 Blk Main St,A vehicle was vandalized.,,,,,,,,,,
,7/26/23,THEFT REPORT,14700 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/26/23,THEFT REPORT,14700 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/27/23,STOLEN VEHICLE,900 Blk Park Ave ,A Kia was reported stolen by unknown means.,,,,,,,,,,
,7/27/23,THEFT FROM AUTO,7300 Blk Archsine Ln,Four vehicles were broken into and items were stolen. ,,,,,,,,,,
,7/27/23,BREAK IN,14800 Blk Willow Run Ln,A model home was broken into and items were stolen. ,,,,,,,,,,
,7/27/23,THEFT FROM AUTO,7700 Blk Stratfield Ln,A handicap placard was stolen out of a vehicle.,,,,,,,,,,
,7/27/23,THEFT FROM AUTO,15000 Blk Cherrywood Dr,A purse was stolen out of an unsecure vehicle. ,,,,,,,,,,
,7/27/23,VANDALISM,9300 Blk Spring House Ln,An unknown suspect attempted to steal a Kia via popped ignition. ,,,,,,,,,,
,7/27/23,THEFT REPORT,14300 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,7/28/23,STOLEN VEHICLE,14700 Blk Baltimore Ave,A Honda was reported stolen by unknown means. ,,,,,,,,,,
,7/28/23,STOLEN VEHICLE,500 Blk Main St ,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,7/28/23,STOLEN VEHICLE,1 Blk Main St,A Chevy truck was reported stolen by unknown means. ,,,,,,,,,,
,7/29/23,STOLEN VEHICLE,9600 Blk Fort Meade Rd,An unknown suspect entered an idling vehicle and fled the scene. ,,,,,,,,,,
,7/29/23,ATTEMPTED STOLEN VEHICLE,9300 Blk Spring House Ln,An unknown suspect attempted to steal a Kia via popped ignition.,,,,,,,,,,
,7/29/23,STOLEN VEHICLE,14700 Blk Fourth St,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,7/29/23,THEFT REPORT,14200 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,7/29/23,THEFT REPORT,14100 Blk Baltimore Ave,A male fled without paying for services.,,,,,,,,,,
